n,h_a,h_b,method,reps,limit_coverage,limit_mcse,limit_reps,coverage,mcse,failures,conditional_coverage,T_q025,T_q50,T_q975,T_q025_mcse,T_q50_mcse,T_q975_mcse,T_sd
300,0.25,2048.0,G,50000,0.949462,0.0002190523009602957,1000000,0.94878,0.0009858652199971358,0,0.94878,-1.9844704727647131,-0.0028052096991127776,1.9615354025550598,0.012378238279010844,0.005596019739678495,0.01054547736099234,1.00191370365409
300,0.25,4096.0,emp,50000,0.94946,0.00021905640460849354,1000000,0.94658,0.0010056470911805992,0,0.94658,-2.006510665091929,-0.0027859034647808247,1.97092965598168,0.013979906138427981,0.0055435437878204475,0.011245047386624848,1.0119156772933946
300,0.25,4096.0,G,50000,0.94946,0.00021905640460849354,1000000,0.94878,0.0009858652199971358,0,0.94878,-1.984461833668465,-0.002796551202990623,1.9615465875487677,0.012375457481908126,0.005596177949236157,0.01054519089797729,1.001914025276511
300,0.25,8192.0,emp,50000,0.949461,0.00021905435279628662,1000000,0.94658,0.0010056470911805992,0,0.94658,-2.006534489243555,-0.002785941710362687,1.97095899782298,0.01397971656251704,0.005545234091311194,0.011245151948378598,1.0119157246586865
300,0.25,8192.0,G,50000,0.949461,0.00021905435279628662,1000000,0.94878,0.0009858652199971358,0,0.94878,-1.9844707011439162,-0.002792222669163725,1.9615519594250206,0.012374065569950323,0.005596479240732941,0.01054505106363706,1.0019141168824621
300,0.5,0.0,emp,50000,0.999807,1.3891103303913578e-05,1000000,0.99962,8.716141348097183e-05,0,0.99962,-1.0617903609766395,-0.0020676230380786836,1.0502638767579189,0.005624320568967593,0.0030446752909589776,0.006141422956646174,0.5379708846487268
300,0.5,0.0,G,50000,0.999807,1.3891103303913578e-05,1000000,0.9998,6.323922833178438e-05,0,0.9998,-1.0486388681095795,-0.0019739624363620195,1.0393460048336751,0.005390659350289149,0.003066651056472807,0.00558537650238184,0.5327484667510711
300,0.5,0.25,emp,50000,0.99809,4.366178993124271e-05,1000000,0.99792,0.00020374855091509096,0,0.99792,-1.1117390889898757,-0.13440959898967286,1.070441410174706,0.0064190019256724256,0.004127245519664977,0.006792284429317105,0.5865792222055285
300,0.5,0.25,G,50000,0.99809,4.366178993124271e-05,1000000,0.99812,0.00019372483578519265,0,0.99812,-1.097719843430547,-0.13320026914213867,1.0625372064110683,0.006051819832021113,0.004225609697510223,0.006658731907221276,0.5816056304121487
300,0.5,0.5,emp,50000,0.993304,8.155466623069482e-05,1000000,0.99214,0.00039492329381792554,0,0.99214,-1.2825368542019984,-0.20299830468198793,1.1106389197593374,0.009958067230896902,0.004596577276763549,0.0061905851841133645,0.759760056553536
300,0.5,0.5,G,50000,0.993304,8.155466623069482e-05,1000000,0.99238,0.00038889421697937244,0,0.99238,-1.2706165509378256,-0.20193603060713577,1.1014796712853592,0.009671311130849888,0.004676355695349873,0.007840465726309453,0.7552616942003829
300,0.5,1.0,emp,50000,0.981873,0.00013341068874344366,1000000,0.98116,0.0006080304992350297,0,0.98116,-1.7150079152826117,-0.2427643142400749,1.2102484885780909,0.01461176263651301,0.004054363079414723,0.0072032699088302385,0.8958507758674796
300,0.5,1.0,G,50000,0.981873,0.00013341068874344366,1000000,0.98224,0.0005906705071357465,0,0.98224,-1.6880118836357452,-0.24193850208412204,1.1947621222378229,0.015860282371652913,0.0042738821428036965,0.0074957997829498205,0.8867114573626113
300,0.5,2.0,emp,50000,0.978759,0.00014418675361835414,1000000,0.97606,0.0006836208949410479,0,0.97606,-1.891554583838436,-0.15068161633840976,1.395790717962744,0.014937414254836346,0.005314691433779521,0.0071538667977922325,1.0892616083681952
300,0.5,2.0,G,50000,0.978759,0.00014418675361835414,1000000,0.9773,0.0006661037456733005,0,0.9773,-1.8559456511529921,-0.14976001208216022,1.3829444990639528,0.01593063660561783,0.005427614498320158,0.007297300344925879,1.0775452370020882
300,0.5,3.0,emp,50000,0.980722,0.00013750039533034085,1000000,0.9768,0.0006732274504207326,0,0.9768,-1.8654964405467007,-0.07619402684102386,1.5513426495134959,0.0071646162464262895,0.005677755229958683,0.010024368453144415,0.9436697665014011
300,0.5,3.0,G,50000,0.980722,0.00013750039533034085,1000000,0.97906,0.000640336105494606,0,0.97906,-1.8355060078936531,-0.07549102185602725,1.5343555173002392,0.006043158020932391,0.005617336381713207,0.007962385343125437,0.9347024839819721
